msgs_per_sec,latencia_ms,uso_cpu_pct,custo_real
1226,197.2305662504349,67.43630704567283,232.17228000610993
1559,236.93181743749696,86.68990217030958,88.90341694356388
960,170.5679733116398,58.02551081149828,65.84259114648572
1394,214.74099180625967,72.16281357046009,100.38483655317337
1230,192.6673437854558,64.85334500840099,86.09701425687184
1195,204.19995654191695,64.26586981303295,79.71323976614143
1824,291.9469038544643,93.82234727917826,109.66750880348593
1144,184.7282482466749,67.27843472531742,78.04345552569173
1738,281.38351251103825,88.76344729161349,113.351439157714
221,49.05591169428442,22.30825735699912,19.242918067261908
566,123.79547656126582,31.465134005598088,41.1767370951418
1338,213.94195265778603,74.26198321419679,94.30070893481957
430,75.36587462677585,27.332075743814443,27.68004305005426
1582,252.7496682601243,79.22010095854166,94.65252216691272
187,43.92238386809893,14.250551352546047,20.663606900480275
1496,250.3564365180432,81.46821765725298,98.381356712441
1223,183.53462213468586,65.8285365644475,84.45989878995357
971,169.91025866834002,46.83646720746857,65.76626250101256
1787,282.63714558360033,100.0,111.51122468412903
230,62.26823004425603,16.93849741430868,22.04866274018876
1785,287.2735628884296,90.27848712418239,106.59506470835561
1432,239.98694457717778,84.70384011733637,92.28917446480231
869,146.43598187918167,51.53694904860163,61.27138596455235
443,90.83022597421675,21.149150017991953,29.577258919978945
1615,278.8876978944825,80.5275262680006,114.19576616474924
1537,243.15763568544892,80.73802640056078,88.53668403599383
905,154.67805524838874,51.73653489424911,57.859855193855765
485,87.88782714246875,32.36399915731961,31.03390066211437
1315,233.17981794259464,75.50089239764284,82.3484344422388
1055,173.91058400989948,60.447862032000714,66.62458128899576
376,69.07307798696155,30.533729893204978,23.274642544346033
1284,206.81723086035862,69.83396579840235,86.93030390254361
559,102.49282617681767,29.151803097608887,36.044884132586276
1437,227.6149498232739,76.83324565170513,93.03451580828431
121,34.46550010913303,10.705096698271038,11.016890530102984
352,74.37201855097078,9.708922851687541,21.087382508906458
847,145.89526590076267,44.54316570452171,64.62002932133859
956,171.71708576975848,54.37101866475225,68.2888646439975
1684,269.4064492218522,87.07892217394107,97.2747824350125
574,104.05383494522411,30.468953190885003,29.923103396497567
1182,200.01061748742262,68.65688097902282,83.04442037398698
610,133.94806606010565,30.917270876122803,39.08418721748079
1805,282.8739808964113,98.80811325235412,106.76621098079971
1599,279.0862441214528,78.28627764605858,105.83593119191343
799,128.0142683205546,58.75380967863092,57.54638218622164
1075,183.53970432230437,57.67157236549372,71.54216989726035
1906,302.506137068218,98.68367355351971,124.08443107073349
289,55.197290634780764,25.165329514449596,17.933180111477956
1057,185.54092381859988,55.75647579596776,60.84379105227272
786,143.89896633711004,51.57463904162833,62.519699282841685
1057,173.7375186617649,59.70796915243263,62.60576002677507
662,98.36205995964937,37.508010497268856,39.49041311407595
1999,315.6495253537248,100.0,119.83782310227117
1690,274.89204110956814,95.53796085215131,119.00732178888288
1367,225.06813611194676,74.5024360730175,90.71740371666112
931,167.20935281791654,53.71154365595385,67.11934860336767
1628,283.5354262942999,89.10500936301815,105.20183960049728
1254,212.23874837250807,68.36468092611346,78.36350012921653
1608,266.8776836775762,87.99936113174992,106.15632864265083
1942,312.7818173137915,100.0,114.31692014601599
746,143.62435782392242,42.050956840867116,45.23377410769095
120,43.3140001096033,5.404425359866457,15.745760968280697
940,168.49105676964325,53.48880125459198,55.9114840967845
266,77.98956829020162,9.702294966438899,19.295051647478413
1397,231.81984301219347,76.26779035305456,89.38599634883386
487,90.34037737832261,27.94691991917593,32.296073967149376
700,129.46289348001918,41.872925547254894,38.61899273520669
415,93.61242317119263,20.505858329591618,26.70652720997486
113,41.964267570260816,0.053213159806789534,6.535800747298931
341,81.7563857882141,20.295673465132303,26.916334009464954
876,144.71025172683315,43.5704366557145,58.06654002464025
1469,231.66915774595512,69.54721658394759,94.24925061647389
664,114.14962384652908,42.03991634847285,43.228051904822586
997,156.87617698487662,62.856191135710205,70.0351279794715
1463,240.5529957863342,74.16524282112725,85.20301490035703
191,44.34974614150084,14.171145863892733,8.274705509516776
1490,255.80211353644378,77.96107191660094,83.41435076248706
1055,165.3377563780253,54.45550789011899,66.14461538016381
1578,272.249226766366,87.21868606944011,97.57724609219525
1551,242.8379966476245,87.60070730214309,104.01671951970162
608,98.8176914885165,31.056964053671976,38.368079875490054
875,143.0034867234893,48.97383433547452,59.91164860681624
134,59.61280085735754,18.12266516966947,19.391015916849277
305,65.34914862626997,23.695181016074862,21.557440824969394
1204,205.894355116538,69.38848719200244,80.56795848893637
1685,270.9110826227198,96.08992653721207,113.47762305221839
1995,318.34921366819793,100.0,118.55918612597216
1511,241.59119946765708,85.69321315151532,97.81290432152629
1125,189.25743958855267,61.974687073905905,70.23476549878461
1121,193.09599891881714,59.13758491270954,67.00506757007622
1513,263.73305509822893,81.16738882656594,89.20121906286204
665,101.00531125140489,35.57796656988316,39.41235045308313
1229,220.45820309392502,56.687565634946594,78.08765815574938
1895,309.5296042702647,98.35250467099979,111.36627865639123
1945,308.0723721734697,100.0,119.49636487955681
1600,254.5227651704067,82.0636529111691,105.47870261649831
802,150.7367564536875,44.13610106380696,56.17227502985608
501,97.4397853818854,29.27981642016634,33.253425169342485
829,129.00934881301072,53.23428387109445,65.54530884101251
1679,275.4806960333731,87.1528136298755,115.8457447955334
261,70.59371535474683,24.83316691091727,23.147245539882086
301,73.72864658788467,6.487547540760133,9.004794928730485
1095,177.98142130461846,66.48927890664518,77.48009676641033
369,61.92992695946644,29.93703057431312,17.967524414694697
1986,314.6402685901851,100.0,131.68073055360034
915,189.78985126087605,40.69040998398114,64.30600650050772
1394,213.65001051403001,79.79443497611241,99.52994951591259
555,94.82264903513078,32.49940412162375,40.55120861616338
1585,261.67041889732593,71.6033128003767,96.76373372416614
1850,296.25474752406313,100.0,115.24949433154887
1375,224.2479510426893,80.97086539274484,87.21287222339448
1116,207.64720998001008,51.27743964067414,75.96083119650835
1825,285.21740057962023,97.12710537650057,119.2367785228295
395,79.10719452294906,31.692955607220913,31.689719288615247
1848,299.21907441802796,100.0,113.78909346036514
819,134.80263314924503,50.13030525579762,69.12212420766089
1872,286.3934726119318,85.36373560051246,120.23462018991685
437,88.24317654252539,30.49771383317907,24.96098316776877
978,184.83666575878908,52.809480508130285,61.88061602194043
1176,200.44582895117526,68.77928764359247,82.21473801576202
891,154.55072586981663,50.83080729216912,55.71846685227041
316,68.22730435800479,20.700591948555676,26.697858183840584
863,146.86582264182564,51.35451924704618,63.17488535108998
287,74.88482320141003,18.49043314464121,156.10594621564627
479,86.79557726208137,28.82861360054029,34.17553422116181
592,95.23214515581438,31.82388000435619,40.62082176869685
1164,178.78346074385453,55.17295504407719,72.17422873039649
1280,212.79009014244056,71.83926736885635,84.87632914850148
114,47.70692463180302,6.669848401647151,15.321567717808803
1936,312.77485251621937,100.0,122.51025472162306
164,41.42631214729357,14.634869792269665,14.257836988206774
1980,321.5844129656198,93.5739117821728,125.87788885535592
1962,316.16212343894625,93.79325548161587,122.10391814269497
620,121.26190473654266,34.50130711695399,41.74675935741341
1467,253.3150388743677,80.62281741149827,87.91316655560506
1252,198.25609871427002,71.3201913532458,74.05076434431876
747,108.65403436356601,34.39342752062046,42.57253654055374
1595,255.7346320137955,87.93315742206407,103.72827679051389
1186,187.7065853275993,63.07465190841832,76.51953664365192
1262,217.6195818657451,63.684213774517616,73.4354222638662
1622,256.05666204652897,82.85724071970314,105.90103727290969
692,105.04221361436056,43.60928666020084,55.19340489793564
491,87.9079855119232,30.920028925427857,32.741537701503894
1798,274.7802567454115,95.15153261377661,105.22539723591346
518,113.6015771901085,32.1174786940395,33.777863814298335
388,82.91641954448069,29.040488883080968,34.480400910589665
478,98.17558109013714,28.414502162983382,37.32554972527055
1896,309.76026534904855,100.0,265.18783656994265
1613,270.3517115927842,91.34085370068904,111.52403142896152
330,80.83342025069074,19.842066878684207,32.20981370536883
1117,182.15254640675406,63.94070297640341,69.97311027889748
140,26.800383670083097,9.481477596634292,10.179845504502026
1151,184.18066262752336,60.470663292941076,71.67999297169077
234,54.6475037626068,16.179751216001815,17.399286366257638
300,39.356580185393064,22.57636426493383,29.267962892628983
1963,325.8772588329383,100.0,125.27664530238297
879,132.88252779817077,49.43272631769388,63.22193911029172
1029,180.34093325829141,48.95081544338228,69.60798880460997
1156,191.7192921079447,65.95723146766969,84.5640816345026
1171,198.50175324649655,75.81921087072854,73.41691445510001
602,105.58080258709859,35.643344155336756,44.13046148298693
506,98.07206477893064,21.756161804102103,23.782126079646936
1697,269.8312247588213,90.69826444735425,101.40487501898657
1851,292.0881885419801,97.5349369840808,116.68272046714193
904,146.62763668638695,49.764455783188055,62.24392422041029
198,64.95829957250831,19.627049499885665,18.316331189829285
783,141.11909417096973,51.04137393167862,51.52231269227234
1995,321.3449686263236,100.0,122.80291061253482
825,134.99438211968038,45.584709576644656,62.21414679744945
1670,268.1515166641069,94.12839392184814,105.40551789496892
1060,169.12770792327075,50.5308517939288,76.8523784690034
1862,294.38836471250545,94.51971939633002,120.97402924697168
712,114.70877610439014,37.57686110699135,50.403058952139425
1585,273.6414413220255,84.09524676034033,95.10106480046309
742,123.73093909488404,44.63367331243419,55.702925469484974
1892,295.0492117713188,98.59643525831358,116.85043416292024
1128,175.9438972449741,56.869821027488626,66.80176541546923
1341,213.43794538418285,76.92425142348065,89.99906835009301
602,105.3510657243472,33.92271638897653,34.94481297496261
866,149.40520447216804,48.81064460435516,54.25092161022313
497,88.09677790802513,32.60533872737954,36.32048818813136
970,149.49388990972366,53.694388039614736,75.33098472849659
894,138.95425156183762,49.91635847372145,56.24869291578185
492,100.59659669163419,34.75236710217915,34.25939082393296
306,64.67211250842485,21.056847372851884,28.173094746678608
1138,197.18893241253548,66.21398492895244,68.95131854391026
1981,324.9527516442,100.0,126.26403190510459
1677,273.0607996215273,98.93443772093457,114.66652158226987
991,156.33269232490176,56.59706708934565,64.33393899431363
1584,259.4958492016059,87.38986635075386,106.8087446771351
1814,306.0959664785273,100.0,117.15724961605903
1698,270.22571975741863,90.21808879975086,104.29020794093127
963,167.8561525128836,49.960734516352794,62.153123473788035
842,146.16222044732808,44.729272094382715,54.147067718975336
1364,238.32377796547246,70.87746537248756,86.93730178541513
663,112.67213907006615,33.39834515901641,45.59325852790242
1120,199.5353187200787,62.58902584600942,76.45880484406118
195,45.499893716301855,11.60241725975458,19.613824699886596
1857,291.60854046492506,98.82426410600922,105.45628496489111
584,108.69860073043247,33.406627781446815,40.394784612429234
1530,252.92456918007514,81.29189253353742,90.21126893967367
330,88.61529606509428,24.280283239144282,24.97742038549223
848,150.39537578868715,44.69050437805726,55.71915293655686
1778,288.6327806184938,97.09445522968387,118.19963283636032
1294,230.06142943901634,77.53653933319477,85.05673053113846
640,122.01053944211537,38.71554541475879,46.03919917466806
1159,187.4072481983205,59.03952157363766,78.72318621801469
624,127.15970385308191,33.12490994330102,48.96374328775671
1283,205.05381230570646,67.90868549607443,82.11666748243034
1962,307.8075272166629,100.0,123.57089720840206
1822,284.81479300612085,91.14409845194974,114.37893620160123
1366,215.53754971722043,74.07203638480846,85.4014124548063
1209,204.68173294839823,64.34401334137101,74.47322655106225
1919,305.27097835456453,100.0,109.59057041787032
677,86.76830786363443,44.78193706107644,42.42308273959364
781,134.46736938050486,42.868235830378204,43.73049300002663
656,113.22087744194366,31.87289997659844,50.45057241758595
1697,283.47825364298853,87.85553753873224,108.3631875492336
1112,181.16741388539634,64.45212608558322,72.86073035238248
745,157.14257791210892,45.633851353584774,47.789344340311544
895,168.21793578770243,52.343198238067835,60.36753596378669
1151,188.75089608990223,59.42646638418948,70.19539388856123
1743,292.9462307883308,95.9095130901635,112.20199540113572
1679,277.1021171269095,93.83449539018534,108.94556899264384
1463,241.78465796480242,74.67289185055013,88.77765985832632
1921,316.17652255607425,100.0,116.64769017588799
1454,238.64070874260486,87.80200981841057,100.0713987366577
1763,286.8535115607748,89.45062861768307,110.77582595208011
1629,272.58352516278967,77.92456665378138,98.12981118443183
1471,261.1745274174549,85.464522172324,93.7903729260172
1596,261.9119497221967,90.4830238585228,97.84363433817154
1354,218.56203335027843,70.41516338211288,86.447114773113
289,43.057691449060115,18.885041090659566,27.38514975645426
1348,241.81303471963636,66.27532474905524,85.51671161183974
1508,243.5675828742804,80.84476136304852,108.38711949098663
1500,250.34809290081267,85.829568576857,99.27271155561641
1406,249.95907236926996,72.5869757912086,90.96716739745278
732,132.0760232093049,45.985509893931464,46.25559132395726
727,127.1032973812252,43.668619286952165,48.89105662317711
1072,194.99672977543742,61.4890844544057,67.00274767571268
